Player,G#,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
MJ,1,1,40:00:00,8,22,0.364,0,2,0,3,5,0.6,2,3,5,3,1,0,8,2,19,2.6
MJ,2,1,43:00:00,17,30,0.567,1,1,1,3,8,0.375,3,4,7,3,4,4,2,4,38,30.4
MJ,3,1,43:00:00,15,31,0.484,0,3,0,10,10,1,4,3,7,4,0,1,4,3,40,26.3
MJ,4,1,44:00:00,9,21,0.429,0,1,0,8,8,1,2,5,7,3,4,0,4,2,26,19.1
MJ,5,1,45:00:00,15,28,0.536,1,4,0.25,8,8,1,0,4,4,2,2,2,0,1,39,31
MJ,6,1,39:00:00,8,19,0.421,1,2,0.5,7,10,0.7,2,7,9,7,4,4,6,5,24,19.9
MJ,1,1,38:00:00,13,22,0.591,0,1,0,9,12,0.75,2,2,4,2,1,1,4,5,35,22.7
MJ,2,1,32:00:00,9,17,0.529,2,3,0.667,9,12,0.75,0,4,4,4,1,0,0,0,29,24.5
MJ,3,1,33:00:00,10,23,0.435,3,6,0.5,3,3,1,1,2,3,2,3,0,0,0,26,19.6
MJ,1,1,41:00:00,17,35,0.486,1,5,0.2,9,9,1,1,4,5,2,0,0,1,4,44,27
MJ,2,1,40:00:00,11,25,0.44,1,3,0.333,5,5,1,3,2,5,5,3,0,2,0,28,22.1
MJ,3,1,51:00:00,17,35,0.486,2,5,0.4,10,13,0.769,3,1,4,2,2,0,4,2,46,28.1
MJ,4,1,40:00:00,7,23,0.304,2,7,0.286,11,13,0.846,2,6,8,8,2,1,0,5,27,22.4
MJ,5,1,43:00:00,13,29,0.448,1,2,0.5,8,9,0.889,1,1,2,5,2,0,2,5,35,22
MJ,1,1,37:00:00,9,17,0.529,1,2,0.5,2,3,0.667,2,5,7,4,2,0,3,3,21,15.8
MJ,2,1,43:00:00,9,21,0.429,2,4,0.5,15,16,0.938,1,4,5,6,4,1,2,2,35,31.5
MJ,3,1,39:00:00,5,14,0.357,1,1,1,6,11,0.545,3,4,7,4,2,1,2,1,17,13.6
MJ,4,1,44:00:00,16,23,0.696,3,4,0.75,10,14,0.714,2,1,3,5,1,1,4,5,45,34.6
MJ,1,1,41:00:00,9,18,0.5,1,4,0.25,9,10,0.9,0,7,7,2,2,1,2,4,28,21.2
MJ,2,1,43:00:00,9,22,0.409,1,2,0.5,10,16,0.625,2,4,6,8,2,0,2,3,29,21.8
MJ,3,1,41:00:00,11,23,0.478,3,4,0.75,11,11,1,2,1,3,5,2,0,3,1,36,28.1
MJ,4,1,41:00:00,6,19,0.316,0,2,0,11,13,0.846,1,2,3,2,1,0,4,3,23,9.8
MJ,5,1,43:00:00,11,22,0.5,0,4,0,4,5,0.8,2,2,4,1,1,0,2,3,26,15.1
MJ,6,1,43:00:00,5,19,0.263,1,3,0.333,11,12,0.917,3,6,9,7,2,0,5,3,22,14.9
MJ,1,1,42:00:00,12,25,0.48,0,1,0,5,5,1,0,8,8,8,2,0,3,5,29,21.3
MJ,2,1,44:00:00,22,35,0.629,1,2,0.5,10,10,1,3,4,7,2,2,0,2,3,55,42.8
MJ,3,1,43:00:00,14,24,0.583,0,5,0,0,0,,1,1,2,6,0,1,2,2,28,19.9
MJ,1,1,44:00:00,13,25,0.52,1,3,0.333,7,10,0.7,3,8,11,6,4,3,3,3,34,31.1
MJ,2,1,44:00:00,12,29,0.414,0,6,0,3,3,1,6,10,16,6,0,1,1,2,27,21.8
MJ,3,1,39:00:00,8,20,0.4,0,1,0,5,5,1,3,6,9,3,2,2,5,3,21,13.4
MJ,4,1,43:00:00,12,22,0.545,0,2,0,3,5,0.6,2,6,8,4,2,1,5,1,27,18.9
MJ,5,1,40:00:00,9,23,0.391,1,5,0.2,5,5,1,2,5,7,7,2,0,2,0,24,19.3
MJ,1,1,42:00:00,15,31,0.484,0,2,0,7,10,0.7,3,6,9,3,1,1,2,3,37,24.6
MJ,2,1,43:00:00,4,15,0.267,0,1,0,15,16,0.938,2,7,9,3,4,1,2,1,23,21.6
MJ,3,1,36:00:00,14,25,0.56,1,2,0.5,5,5,1,3,5,8,1,1,0,3,3,34,23.2
MJ,4,1,45:00:00,9,35,0.257,0,8,0,11,13,0.846,4,4,8,1,1,0,2,2,29,10.2
MJ,5,1,43:00:00,11,31,0.355,1,4,0.25,5,6,0.833,1,5,6,5,2,2,4,4,28,13.8
MJ,1,1,41:00:00,13,27,0.481,0,0,,5,7,0.714,1,3,4,8,0,1,0,3,31,23.2
MJ,2,1,45:00:00,11,20,0.55,1,2,0.5,15,21,0.714,4,9,13,9,2,0,5,2,38,34
MJ,3,1,40:00:00,9,22,0.409,4,10,0.4,4,5,0.8,0,3,3,6,1,2,1,1,26,19.9
MJ,4,1,42:00:00,11,27,0.407,0,4,0,0,0,,1,3,4,4,0,0,3,3,22,7.7
MJ,5,1,44:00:00,13,27,0.481,2,5,0.4,10,12,0.833,2,5,7,5,3,1,3,3,38,29.4
MJ,6,1,44:00:00,15,35,0.429,1,4,0.25,8,10,0.8,1,10,11,4,1,1,1,2,39,26.1
MJ,1,1,47:00:00,11,27,0.407,0,2,0,17,23,0.739,0,7,7,3,1,1,3,1,39,24.6
MJ,2,1,39:00:00,9,19,0.474,0,0,,14,17,0.824,1,3,4,2,1,1,5,2,32,20
MJ,3,1,44:00:00,16,22,0.727,2,2,1,4,5,0.8,2,2,4,3,2,1,2,2,38,32.6
MJ,1,1,44:00:00,11,26,0.423,1,3,0.333,12,14,0.857,4,7,11,4,1,1,3,0,35,26.8
MJ,2,1,40:00:00,10,21,0.476,0,3,0,2,3,0.667,1,4,5,6,0,0,0,2,22,16.2
MJ,3,1,39:00:00,9,20,0.45,0,1,0,9,10,0.9,3,2,5,6,1,0,3,3,27,19.9
MJ,4,1,40:00:00,14,31,0.452,0,1,0,3,3,1,0,3,3,4,1,0,2,1,31,17.2
MJ,5,1,42:00:00,15,29,0.517,0,3,0,3,4,0.75,1,3,4,3,2,1,0,3,33,23.5
MJ,1,1,41:00:00,11,28,0.393,0,0,,9,10,0.9,2,4,6,1,5,0,1,1,31,22.3
MJ,2,1,42:00:00,13,22,0.591,0,1,0,15,18,0.833,0,4,4,5,4,0,0,3,41,37.1
MJ,3,1,43:00:00,9,22,0.409,2,3,0.667,10,12,0.833,1,3,4,7,1,0,5,3,30,18.7
MJ,4,1,41:00:00,12,27,0.444,1,3,0.333,3,4,0.75,2,3,5,2,0,2,6,4,28,11
MJ,5,1,36:00:00,12,20,0.6,2,4,0.5,3,4,0.75,1,6,7,4,1,1,0,2,29,25.6
MJ,6,1,42:00:00,12,23,0.522,1,4,0.25,10,11,0.909,1,4,5,2,1,0,3,4,35,23
MJ,7,1,42:00:00,9,25,0.36,0,0,,10,15,0.667,5,4,9,8,0,0,2,3,28,19.2
MJ,1,1,46:00:00,13,29,0.448,1,2,0.5,6,8,0.75,1,2,3,2,0,2,0,3,33,20
MJ,2,1,40:00:00,14,33,0.424,0,2,0,9,10,0.9,3,2,5,3,1,1,0,2,37,24.8
MJ,3,1,32:00:00,7,14,0.5,0,0,,10,11,0.909,1,2,3,2,1,1,2,1,24,18.6
MJ,4,1,43:00:00,12,27,0.444,0,0,,10,15,0.667,3,5,8,2,2,0,3,1,34,21.5
MJ,5,1,45:00:00,9,26,0.346,0,2,0,10,11,0.909,1,3,4,4,3,0,4,4,28,14.8
MJ,6,1,44:00:00,15,35,0.429,3,7,0.429,12,15,0.8,0,1,1,1,4,0,1,2,45,28.5
